ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,SIte,Other - SIte,Ceylon Grid ID,Other - Ceylon Grid ID,Burrow ID Number,Type of Burrow,Other - Type of Burrow,Burrow Width (cm),Does this burrow have a gopher frog record?,Did you see a gopher frog?,Did you see a tortoise?,Did you set a trap?,Should this burrow be scoped again?,Burrow Notes ,Did you add the burrow to the scoping Avenza Layer?,Notes ,Could you scope to the end of the burrow?,Has this been scoped previously this season? ,x,y
75,869c9ba7-76d7-496d-9c72-4d1f4386a1d8,01/15/2024 19:48:50.001,ek30648_USG,01/15/2024 19:48:50.001,ek30648_USG,01/11/2024 23:14:20.622,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D7,,D7042,Tortoise Burrow,,28,Yes,No,Yes,No,Yes,,Yes,,No,No,-81.63519029,30.94550909
76,fe5102aa-48f4-483a-ac87-266fc5ba5b14,01/15/2024 19:48:50.476,ek30648_USG,01/15/2024 19:48:50.476,ek30648_USG,01/12/2024 15:30:39.259,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9034,Tortoise Burrow,,19,No,No,No,No,Yes,,Yes,,No,No,-81.61868158,30.93377851
77,498f3f37-2ce5-49d8-9cd8-da8d29cf3f64,01/15/2024 19:48:50.998,ek30648_USG,01/15/2024 19:48:50.998,ek30648_USG,01/12/2024 15:48:18.113,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9035,Tortoise Burrow,,27,No,No,No,No,Yes,Soup,Yes,,No,No,-81.61727905,30.93586104
78,0a608463-344f-4745-a4bf-2fc5ada5b116,01/15/2024 19:48:51.652,ek30648_USG,01/15/2024 19:48:51.652,ek30648_USG,01/12/2024 15:56:25.972,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9036,Tortoise Burrow,,18,No,No,No,No,Yes,"Soup
",Yes,,No,No,-81.61805593,30.93645874
79,b4707be3-3c0d-444f-b7a0-99873f92353e,01/15/2024 19:48:52.163,ek30648_USG,01/15/2024 19:48:52.163,ek30648_USG,01/12/2024 16:00:24.281,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9037,Tortoise Burrow,,15,No,No,No,No,Yes,,Yes,,Yes,No,-81.61798743,30.93646758
80,5760e4d0-7f13-4a0b-be12-f624be5ce30e,01/15/2024 19:48:52.596,ek30648_USG,01/15/2024 19:48:52.596,ek30648_USG,01/12/2024 16:06:50.842,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9038,Tortoise Burrow,,9,Yes,No,No,No,Yes,"GREAT BURROW TRAP NEXT TIME
",Yes,,No,No,-81.6177147,30.93650123
81,36c70a2e-d28e-432d-b720-1df0b189546c,01/15/2024 19:48:52.971,ek30648_USG,01/15/2024 19:48:52.971,ek30648_USG,01/12/2024 16:57:26.612,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9040,Tortoise Burrow,,22,Yes,No,No,Yes,Yes,"Pine straw
",Yes,,No,No,-81.61895349,30.93316699
82,2cde5d5b-3df0-4527-b8df-7f8735a594a3,01/15/2024 19:48:53.444,ek30648_USG,01/15/2024 19:48:53.444,ek30648_USG,01/12/2024 17:08:58.573,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9041,Tortoise Burrow,,11,Yes,No,No,No,Yes,,Yes,,Yes,No,-81.61898241,30.93313079
83,5a8037bb-f2c0-4369-9eb1-83deb10fe5a8,01/15/2024 19:48:54.396,ek30648_USG,01/15/2024 19:48:54.396,ek30648_USG,01/12/2024 17:22:09.524,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9042,Tortoise Burrow,,33,Yes,No,No,No,Yes,"Difficult burrow 
",Yes,,No,No,-81.61893923,30.93314423
84,cda56d5b-468f-49e7-a712-c6a3f0edcd80,01/15/2024 19:48:55.420,ek30648_USG,01/15/2024 19:48:55.420,ek30648_USG,01/12/2024 17:42:35.452,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9044,Tortoise Burrow,,24,Yes,No,No,No,Yes,"Wet
",Yes,,No,No,-81.61778799,30.93308214
85,72814805-089f-4846-9a56-7e7c59d6a9f3,01/15/2024 19:48:56.011,ek30648_USG,01/15/2024 19:48:56.011,ek30648_USG,01/12/2024 17:43:47.866,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9045,Tortoise Burrow,,34,No,No,No,No,Yes,"Wet
",Yes,,No,No,-81.61776287,30.93320693
86,ff0ef6b1-56c3-4676-a8a6-e9ee9515381f,01/15/2024 19:48:56.460,ek30648_USG,01/15/2024 19:48:56.460,ek30648_USG,01/12/2024 18:01:22.048,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9048,Tortoise Burrow,,11,Yes,No,No,No,Yes,GOOD BURROW,Yes,,Yes,No,-81.61701392,30.93304041
87,873f780a-e3ad-4217-aecf-5c846b37e750,01/15/2024 19:48:56.991,ek30648_USG,01/15/2024 19:48:56.991,ek30648_USG,01/12/2024 18:15:22.108,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9050,Stump Hole,,7,Yes,No,No,No,Yes,"Pigmy came out of hole so couldn’t scope
",Yes,,No,No,-81.61701568,30.93304684
88,481e98fd-8f7b-4892-8198-b3da7e6ee5b7,01/15/2024 19:48:57.552,ek30648_USG,01/15/2024 19:48:57.552,ek30648_USG,01/12/2024 18:21:44.427,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9051,Tortoise Burrow,,27,No,No,No,No,No,,Yes,,No,No,-81.61688354,30.93322956
89,3cba642d-9b1b-4b19-bf2d-839cb73c4b4a,01/15/2024 19:48:58.010,ek30648_USG,01/15/2024 19:48:58.010,ek30648_USG,01/12/2024 18:29:24.858,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9052,Tortoise Burrow,,30,No,No,No,No,Yes,Sorta collapsed but not bad ,Yes,,Yes,No,-81.61684234,30.93341173
90,923dfc5b-6f2b-4059-9261-41ea640eb2a6,01/15/2024 19:48:58.397,ek30648_USG,01/15/2024 19:48:58.397,ek30648_USG,01/12/2024 18:43:32.181,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9054,Tortoise Burrow,,19,No,No,No,No,No,"Collapsed 
",Yes,,Yes,No,-81.61847545,30.93309439
91,9e8be304-f8ba-4be8-8a25-bddc5b4cd201,01/15/2024 19:48:58.744,ek30648_USG,01/15/2024 19:48:58.744,ek30648_USG,01/12/2024 18:53:40.207,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E9,,E9002,Tortoise Burrow,,15,Yes,No,No,No,Yes,,Yes,,Yes,No,-81.61926102,30.93314314
92,71d96275-f7c4-4e8b-a385-06437073257b,01/15/2024 19:48:59.247,ek30648_USG,01/15/2024 19:48:59.247,ek30648_USG,01/12/2024 19:48:34.938,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6001,Tortoise Burrow,,28,Yes,No,No,Yes,Yes,Wet,Yes,,No,Yes,-81.62890851,30.95415096
93,133d2a73-861b-4a93-9954-57f9539b3094,01/15/2024 19:48:59.937,ek30648_USG,01/15/2024 19:48:59.937,ek30648_USG,01/12/2024 21:08:59.449,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6009,Tortoise Burrow,,20,No,No,No,No,Yes,Wet,Yes,,No,No,-81.62821997,30.95457788
94,72f9d4de-ffbb-46cb-b08d-aa85d394c0c6,01/15/2024 19:49:00.358,ek30648_USG,01/15/2024 19:49:00.358,ek30648_USG,01/12/2024 21:16:54.355,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6011,Tortoise Burrow,,37,No,No,No,No,Yes,Wet,Yes,,No,No,-81.62832921,30.95458563
95,12775dc7-1545-4252-b078-80685fb270d9,01/15/2024 19:49:00.779,ek30648_USG,01/15/2024 19:49:00.779,ek30648_USG,01/12/2024 21:20:59.975,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6012,Stump Hole,,30,No,No,No,No,No,Leaves ,Yes,,No,No,-81.62848798,30.95461402
96,7adea608-8c7c-48d7-bd94-957aa6f1b5ca,01/15/2024 19:49:01.284,ek30648_USG,01/15/2024 19:49:01.284,ek30648_USG,01/12/2024 21:29:32.198,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6014,Tortoise Burrow,,20,No,No,No,Yes,Yes,Wet,Yes,,No,Yes,-81.62766869,30.95474303
97,f9ff7ccb-d5dc-49d2-9c46-9253e15ed03e,01/15/2024 19:49:01.656,ek30648_USG,01/15/2024 19:49:01.656,ek30648_USG,01/12/2024 21:46:02.086,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6015,Tortoise Burrow,,20,Yes,No,No,No,Yes,Soup,Yes,,No,No,-81.62764912,30.95502436
98,eda9d8ad-4436-4c7d-9a55-f3cada61d2dc,01/15/2024 19:49:01.997,ek30648_USG,01/15/2024 19:49:01.997,ek30648_USG,01/12/2024 21:52:31.968,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6016,Tortoise Burrow,,30,Yes,No,No,No,Yes,wet but good burrow ,Yes,,No,No,-81.62773337,30.95448692
99,e073cedd-c482-40cd-8dbf-f2eb936ec1e1,01/15/2024 19:49:02.396,ek30648_USG,01/15/2024 19:49:02.396,ek30648_USG,01/12/2024 22:07:27.801,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6018,Tortoise Burrow,,8,Yes,No,No,No,Yes,Good burrow ,Yes,,Yes,No,-81.62770379,30.95452377
100,b3b8a20a-efda-4f0b-82f4-13b022fba293,01/15/2024 19:49:02.836,ek30648_USG,01/15/2024 19:49:02.836,ek30648_USG,01/12/2024 22:24:08.859,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6021,Tortoise Burrow,,20,Yes,No,No,No,Yes,Full of straw ,Yes,,No,No,-81.62670828,30.95412705
101,3e1437bc-2bbe-4859-bde6-a68ad50df4fd,01/15/2024 19:49:03.173,ek30648_USG,01/15/2024 19:49:03.173,ek30648_USG,01/12/2024 22:38:27.517,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6023,Tortoise Burrow,,20,No,No,No,No,Yes,Wet,Yes,,No,No,-81.62722514,30.9535352
102,67141889-a48e-4589-93d4-c72fd74c347d,01/16/2024 18:54:07.618,kfh39602_USG,01/16/2024 18:54:07.618,kfh39602_USG,01/12/2024 16:15:02.129,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9039,Tortoise Burrow,,39,No,No,No,No,Yes,,Yes,,No,No,-81.61782274,30.9365927
103,d94e31a9-af17-4118-b06d-d0a5fb375538,01/16/2024 18:54:08.461,kfh39602_USG,01/16/2024 18:54:08.461,kfh39602_USG,01/12/2024 16:20:11.902,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9002,Tortoise Burrow,,9,Yes,Yes,No,Yes,Yes,,Yes,,Yes,Yes,-81.61833526,30.93678725
104,2629292a-72ab-4f71-b898-363d9b9aa0d4,01/16/2024 18:54:08.957,kfh39602_USG,01/16/2024 18:54:08.957,kfh39602_USG,01/12/2024 17:14:39.891,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,E9,,E9001,Tortoise Burrow,,11,No,No,No,No,Yes,Water,Yes,,No,No,-81.61904683,30.93307132
105,b40b6bfe-1362-4ab2-8ceb-b4ec57f61a19,01/16/2024 18:54:09.452,kfh39602_USG,01/16/2024 18:54:09.452,kfh39602_USG,1/12/24 17:31,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9043,Tortoise Burrow,,15,No,No,No,No,No,,Yes,,No,No,-81.61886728,30.93295101
106,602105bb-e2e6-4ebf-abd8-44f0203b8de0,01/16/2024 18:54:10.063,kfh39602_USG,01/16/2024 18:54:10.063,kfh39602_USG,01/12/2024 17:54:52.557,Kristina_Hefferle_,,Ceylon WMA,,F9,,F9046,Tortoise Burrow,,13,No,No,No,No,Yes,Water,Yes,,No,No,-81.6171496,30.93310586
107,19a6663a-b8af-47b3-a923-2414104b85aa,01/16/2024 18:54:10.621,kfh39602_USG,01/16/2024 18:54:10.621,kfh39602_USG,01/12/2024 18:06:37.896,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9047,Tortoise Burrow,,9,No,No,No,No,Yes,Water,Yes,,No,No,-81.61705233,30.93308269
108,1e8d4c01-769c-44a5-97a8-4be3cd8be52d,01/16/2024 18:54:11.414,kfh39602_USG,01/16/2024 18:54:11.414,kfh39602_USG,01/12/2024 18:11:50.884,Kristina_Hefferle_,,Ceylon WMA,,F9,,F9049,Tortoise Burrow,,36,No,No,No,No,Yes,Really well maintained ,Yes,,No,No,-81.61692111,30.93304643
109,755eabab-3ef5-48e3-ad79-1e5433c5cb4f,01/16/2024 18:54:12.349,kfh39602_USG,01/16/2024 18:54:12.349,kfh39602_USG,01/12/2024 18:36:28.820,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,F9,,F9053,Tortoise Burrow,,30,No,No,No,No,Yes,Water,Yes,,No,No,-81.61732272,30.93345508
110,29bf8d3c-b469-437a-9ec4-7179d5d7f3b9,01/16/2024 18:54:13.054,kfh39602_USG,01/16/2024 18:54:13.054,kfh39602_USG,01/12/2024 19:01:40.384,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,E9,,E9003,Tortoise Burrow,,10,Yes,No,No,No,Yes,,Yes,,No,No,-81.61930486,30.93330215
111,e22ed6f7-66a0-48fc-84c0-5562420b6d80,01/16/2024 18:54:13.794,kfh39602_USG,01/16/2024 18:54:13.794,kfh39602_USG,01/12/2024 19:05:30.724,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E9,,E9004,Tortoise Burrow,,18,No,No,No,No,Yes,,Yes,,No,No,-81.61936621,30.93347382
112,b5017bcc-dd44-426b-82b4-3e590e7c7656,01/16/2024 18:54:14.341,kfh39602_USG,01/16/2024 18:54:14.341,kfh39602_USG,01/12/2024 19:53:31.538,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6002,Tortoise Burrow,,30,Yes,No,No,Yes,Yes,,Yes,,No,Yes,-81.6288568,30.95411754
113,61eac427-088d-48ac-bd43-1727c7390d2f,01/16/2024 18:54:14.762,kfh39602_USG,01/16/2024 18:54:14.762,kfh39602_USG,01/12/2024 20:03:07.145,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6003,Tortoise Burrow,,28,No,No,No,Yes,Yes,Water,Yes,,No,Yes,-81.62859113,30.95431886
114,480c0df1-3a18-4e44-accb-468ff0b79f59,01/16/2024 18:54:15.156,kfh39602_USG,01/16/2024 18:54:15.156,kfh39602_USG,01/12/2024 20:12:26.266,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6004,Tortoise Burrow,,36,No,No,No,Yes,Yes,Water,Yes,,No,Yes,-81.62849829,30.95424808
115,6b0f1f60-1e66-44c5-aa19-d400a0de90ba,01/16/2024 18:54:15.705,kfh39602_USG,01/16/2024 18:54:15.705,kfh39602_USG,01/12/2024 20:23:02.665,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6005,Tortoise Burrow,,8,Yes,No,Yes,Yes,Yes,,Yes,,No,Yes,-81.62842855,30.95418227
116,751a3268-1b19-44ff-8d12-e07bb8599306,01/16/2024 18:54:16.108,kfh39602_USG,01/16/2024 18:54:16.108,kfh39602_USG,01/12/2024 20:31:28.561,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6006,Tortoise Burrow,,8,Yes,No,No,No,Yes,,Yes,,Yes,No,-81.6284842,30.95422202
117,22940640-9051-47a2-900f-87da993ac625,01/16/2024 18:54:16.599,kfh39602_USG,01/16/2024 18:54:16.599,kfh39602_USG,01/12/2024 20:38:46.665,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6007,Tortoise Burrow,,34,Yes,No,No,Yes,Yes,,Yes,,No,No,-81.6286082,30.9543663
118,5004cd5e-db00-4805-9a5b-116660e40bcc,01/16/2024 18:54:17.145,kfh39602_USG,01/16/2024 18:54:17.145,kfh39602_USG,01/12/2024 21:17:26.603,Kristina_Hefferle_,,Ceylon WMA,,E6,,E7010,Tortoise Burrow,,27,No,No,No,No,Yes,,Yes,,No,No,-81.62887213,30.9543037
119,072d1095-d650-4d76-9750-18ecfb4cc998,01/16/2024 18:54:17.644,kfh39602_USG,01/16/2024 18:54:17.644,kfh39602_USG,01/12/2024 21:30:52.608,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6013,Tortoise Burrow,,6,No,No,No,Yes,Yes,,Yes,,Yes,No,-81.62873136,30.9544572
120,b71c8a47-bbf6-4d8b-92ed-ed328842fd20,01/16/2024 18:54:18.061,kfh39602_USG,01/16/2024 18:54:18.061,kfh39602_USG,01/12/2024 21:58:54.581,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6017,Tortoise Burrow,,13,No,No,No,No,No,,Yes,,No,No,-81.62843399,30.9548227
121,29cb3034-547b-493d-b5c8-53cb5d227a5e,01/16/2024 18:54:18.697,kfh39602_USG,01/16/2024 18:54:18.697,kfh39602_USG,01/12/2024 22:11:09.306,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6019,Tortoise Burrow,,37,No,No,Yes,No,Yes,Water,Yes,,No,No,-81.62748519,30.95432179
122,c3d88204-e582-4d4e-9ac5-9158a5ce8658,01/16/2024 18:54:19.770,kfh39602_USG,01/16/2024 18:54:19.770,kfh39602_USG,01/12/2024 22:21:02.740,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6020,Tortoise Burrow,,30,No,No,Yes,No,Yes,,Yes,,Yes,No,-81.62685903,30.95398385
123,e3c7fa20-5118-4bfa-adce-f9d228a91e96,01/16/2024 18:54:20.792,kfh39602_USG,01/16/2024 18:54:20.792,kfh39602_USG,1/12/24 22:33,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6022,Tortoise Burrow,,27,No,No,Yes,No,Yes,"Mice, water",Yes,,Yes,No,-81.62712788,30.95383055
124,5ac93002-fc3e-41a8-90a5-5c2e30bcad3b,01/16/2024 18:54:21.226,kfh39602_USG,01/16/2024 18:54:21.226,kfh39602_USG,01/12/2024 22:41:44.839,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6024,Tortoise Burrow,,30,Yes,No,Yes,No,Yes,,Yes,,Yes,No,-81.62775639,30.95358707
125,09e57eb2-79f0-491d-9cca-8d43765ad43f,01/16/2024 18:54:21.813,kfh39602_USG,01/16/2024 18:54:21.813,kfh39602_USG,01/12/2024 22:44:23.729,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6026,Tortoise Burrow,,20,No,No,No,No,Yes,,Yes,,No,No,-81.62768285,30.95357255
126,00352af8-0462-4a8b-877f-79dee323a3ab,01/16/2024 18:54:22.538,kfh39602_USG,01/16/2024 18:54:22.538,kfh39602_USG,01/12/2024 22:45:33.825,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6025,Tortoise Burrow,,19,No,No,No,No,Yes,,Yes,,No,No,-81.62761036,30.95373021
127,67166572-a407-4403-86e7-d6fc692b740b,01/16/2024 18:54:36.562,kfh39602_USG,01/16/2024 18:54:36.562,kfh39602_USG,1/12/24 20:51,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6008,Tortoise Burrow,,14,Yes,Yes,No,Yes,Yes,,Yes,,Yes,No,-81.62851739,30.95417317
128,aa79c040-335a-4616-b1bf-e9f690d61ac1,01/23/2024 13:54:34.824,ek30648_USG,01/23/2024 13:54:34.824,ek30648_USG,01/22/2024 20:02:38.167,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6008,Tortoise Burrow,,14,Yes,No,No,Yes,Yes,John not home?,Yes,,Yes,Yes,-81.62845836,30.95416697
129,2a6686fe-6553-47da-9169-f95abb8c6997,01/23/2024 13:54:35.530,ek30648_USG,01/23/2024 13:54:35.530,ek30648_USG,01/22/2024 20:11:07.243,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6006,Tortoise Burrow,,8,Yes,No,No,No,Yes,,Yes,,Yes,Yes,-81.62848402,30.95421409
130,c774b5a3-3ce8-4224-9f0f-f154d9a25111,01/23/2024 13:54:36.248,ek30648_USG,01/23/2024 13:54:36.248,ek30648_USG,01/22/2024 20:36:35.304,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6027,Tortoise Burrow,,20,Yes,No,No,No,Yes,Wet,Yes,,Yes,No,-81.62871687,30.95304844
131,570d5773-0972-49cc-bf07-ce7d8a253051,01/23/2024 13:54:36.779,ek30648_USG,01/23/2024 13:54:36.779,ek30648_USG,01/22/2024 21:00:24.717,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6029,Tortoise Burrow,,12,No,Yes,No,No,Yes,,Yes,,No,No,-81.62950749,30.95272094
132,ebda00e2-c66a-47c5-ad95-d89888e99a29,01/23/2024 13:54:37.436,ek30648_USG,01/23/2024 13:54:37.436,ek30648_USG,01/22/2024 21:04:13.685,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6030,Tortoise Burrow,,27,No,No,No,No,Yes,It’s not a great burrow ,Yes,,No,No,-81.62961907,30.95246178
133,2406dec1-506a-4989-8503-6c95bca8e65b,01/23/2024 13:54:37.968,ek30648_USG,01/23/2024 13:54:37.968,ek30648_USG,01/22/2024 21:10:24.410,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6031,Tortoise Burrow,,20,No,No,No,No,Yes,"Soupy 
",Yes,,No,No,-81.62974384,30.95261582
134,c5e39dc2-76e0-4766-ae4e-314eb98f79ae,01/23/2024 13:54:38.688,ek30648_USG,01/23/2024 13:54:38.688,ek30648_USG,01/22/2024 21:20:52.048,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6032,Tortoise Burrow,,30,No,No,No,No,Yes,Tons of water ,Yes,,No,No,-81.63002749,30.95232717
135,31952ce5-1aa4-4b3a-8731-dc834f8f3a60,01/23/2024 13:54:39.230,ek30648_USG,01/23/2024 13:54:39.230,ek30648_USG,01/22/2024 21:24:13.077,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6033,Tortoise Burrow,,30,No,No,No,No,Yes,Wet ,Yes,,No,No,-81.62989508,30.95216524
136,1d2d43ba-eaab-41af-9354-623b3b51b647,01/23/2024 13:54:39.702,ek30648_USG,01/23/2024 13:54:39.702,ek30648_USG,01/22/2024 21:26:10.065,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6034,Tortoise Burrow,,28,No,No,No,No,No,Super water,Yes,,No,No,-81.62996755,30.95196059
137,501e66e8-5f8a-4485-8fce-5767b1cfc570,01/23/2024 13:54:40.331,ek30648_USG,01/23/2024 13:54:40.331,ek30648_USG,01/22/2024 21:35:52.818,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6035,Tortoise Burrow,,20,No,No,No,No,Yes,Wet,Yes,,No,No,-81.62970417,30.95289666
138,013c22f0-9249-442c-b2c9-afc670ff9d6e,01/23/2024 13:54:40.821,ek30648_USG,01/23/2024 13:54:40.821,ek30648_USG,01/22/2024 21:41:30.562,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6036,Tortoise Burrow,,15,No,No,Yes,No,Yes,Good burrow ,Yes,,No,No,-81.63018919,30.95276533
139,7affbff3-926d-469f-8ad4-6c16bd07d6b4,01/23/2024 13:54:41.369,ek30648_USG,01/23/2024 13:54:41.369,ek30648_USG,01/22/2024 21:47:14.256,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6037,Tortoise Burrow,,23,No,No,No,No,Yes,Wet,Yes,,No,No,-81.63029805,30.95253285
140,7a6b7987-9fdc-4048-842e-aea7fc3e8dfa,01/23/2024 13:54:42.446,ek30648_USG,01/23/2024 13:54:42.446,ek30648_USG,01/22/2024 21:51:52.095,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6039,Tortoise Burrow,,20,No,No,No,No,No,Full of leaves ,Yes,,No,No,-81.63020609,30.95314045
141,f33314aa-1239-45c8-8028-e7f56e27eb3f,01/23/2024 13:54:42.957,ek30648_USG,01/23/2024 13:54:42.957,ek30648_USG,01/22/2024 22:34:59.678,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D6,,D6002,Tortoise Burrow,,31,Yes,No,No,Yes,Yes,,Yes,,No,No,-81.63126379,30.95458159
142,a59a7c43-8008-4903-ac42-785c172062a7,01/24/2024 15:50:18.474,kfh39602_USG,01/24/2024 15:50:18.474,kfh39602_USG,01/22/2024 20:58:37.164,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6028,Tortoise Burrow,,27,No,No,Yes,No,Yes,,Yes,,No,No,-81.62944034,30.95273264
143,9eb8edfd-5ad9-41e1-85ed-1c77641120ea,01/24/2024 15:50:19.556,kfh39602_USG,01/24/2024 15:50:19.556,kfh39602_USG,01/22/2024 21:49:57.443,Kristina_Hefferle_,,Ceylon WMA,,E6,,E6038,Tortoise Burrow,,22,No,No,No,No,Yes,Water,Yes,,No,No,-81.63019691,30.95310229
144,75361f80-d94c-42fe-a51d-b6a52cbdd9a6,01/24/2024 15:50:20.333,kfh39602_USG,01/24/2024 15:50:20.333,kfh39602_USG,01/22/2024 22:01:35.420,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6040,Tortoise Burrow,,16,No,No,No,No,No,Water,Yes,,No,No,-81.62998867,30.95331447
145,fb39eb45-51f1-4d85-b6a2-3d4d48780383,01/24/2024 15:50:20.932,kfh39602_USG,01/24/2024 15:50:20.932,kfh39602_USG,01/22/2024 22:08:58.437,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,E6,,E6041,Tortoise Burrow,,25,No,No,No,No,Yes,,Yes,,No,No,-81.62975766,30.95333957
146,bc23be2e-4050-4abe-9b3f-b3f56ba7b1be,01/24/2024 15:50:21.533,kfh39602_USG,01/24/2024 15:50:21.533,kfh39602_USG,01/22/2024 22:19:28.327,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,E6,,E6042,Tortoise Burrow,,20,No,No,No,No,No,,Yes,,No,No,-81.63013098,30.95360388
147,bb45fb73-406a-4bdc-916b-eb7da5a9bcea,01/24/2024 15:50:22.300,kfh39602_USG,01/24/2024 15:50:22.300,kfh39602_USG,01/22/2024 22:26:41.147,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,D6,,D6001,Tortoise Burrow,,33,Yes,No,Yes,Yes,Yes,,Yes,,No,No,-81.63112279,30.95456212
148,f774fe2d-2a99-4419-8e9a-601fe464f2a3,01/24/2024 15:50:23.760,kfh39602_USG,01/24/2024 15:50:23.760,kfh39602_USG,01/22/2024 22:37:14.838,"Eva_Kerr,Kristina_Hefferle_",,Ceylon WMA,,D6,,D6003,Tortoise Burrow,,26,Yes,Yes,No,Yes,Yes,,Yes,,No,No,-81.63172194,30.95483062
149,1b11c643-3dfc-4ac5-b6e6-f8f5b64170c4,01/24/2024 15:50:24.267,kfh39602_USG,01/24/2024 15:50:24.267,kfh39602_USG,01/23/2024 18:50:15.830,"Kristina_Hefferle_,Eva_Kerr",,Ceylon WMA,,F9,,F9055,Tortoise Burrow,,19,No,No,No,No,Yes,,Yes,,No,No,-81.61868554,30.93379197
